Node,Betweenness Centrality
589,0.03361234854450791
825,0.033317227428588
550,0.03319222607351672
541,0.033189090945082926
555,0.033112158893241865
707,0.033031528528702024
795,0.032914031066599576
644,0.032740366521672754
588,0.03237456771489726
607,0.03212505176572637
599,0.031118441901353093
802,0.03102685293937431
619,0.03101570577414732
794,0.030920057397020674
863,0.03067120654307876
450,0.030573478898109324
453,0.030448157042675467
454,0.03032750467155594
676,0.029765136991619506
410,0.029566394661030084
787,0.028773204304301626
653,0.028429643908104717
905,0.028210890651477687
827,0.02812784519712111
692,0.02791867043788078
855,0.027539575989848544
919,0.02741842965219862
473,0.027310778141886993
552,0.027276791946832114
617,0.02721673681505358
688,0.027037282912712648
606,0.02694060550935898
678,0.02693878743775531
409,0.026671959440452725
694,0.02634080469545295
775,0.026070701964392484
474,0.025956205107386304
778,0.025929153308621472
597,0.025824125070064766
527,0.025733113666663854
837,0.02556686185492215
813,0.02551212434529042
777,0.025481010644133367
783,0.025328777231169188
655,0.02510545089645911
782,0.024871901709735515
920,0.02468825471373461
690,0.024668913903841523
792,0.02464768493914154
703,0.024537031268001858
470,0.023991245581105942
872,0.02388518711562818
641,0.023701014138602868
480,0.023468329526916024
839,0.02343693384681026
776,0.023179330050097847
693,0.022452811917752957
888,0.022429037399361498
773,0.022001750385691726
885,0.021998119286743358
663,0.021957229219192943
538,0.021833571010045263
700,0.02150735858515752
743,0.021446145130156635
590,0.021443488346095954
786,0.021319439366936446
819,0.021282568080181082
691,0.021184959933611337
706,0.021168208624742037
554,0.020874180342768684
702,0.020771887456536933
814,0.020705372065320703
614,0.020646989545434882
469,0.020456121183808545
921,0.020371582290736327
774,0.020059440990745744
715,0.020040515044944814
539,0.020021503757037575
820,0.019853215161643612
665,0.019813584039990777
560,0.019716965464369227
608,0.01962160176984388
810,0.019327677497465112
649,0.019298325068985208
767,0.019247253005410185
509,0.01921489791483433
859,0.019128836707582714
486,0.01910343061867661
579,0.019031500409687097
683,0.018942683893001546
618,0.018847044665903267
685,0.018819384314917274
695,0.018767624089571656
612,0.018626022276749723
759,0.018597361408522448
727,0.018533320679403997
479,0.01852287308310179
738,0.018402474042248863
704,0.018379268255823453
468,0.01834327777359363
461,0.01832605527131913
736,0.018275733337799027
407,0.018123633609663535
809,0.017940849773050174
834,0.017900859274947
914,0.017892694027245994
411,0.017826807006815246
697,0.017702324436901187
721,0.017686474446087487
903,0.017595891968643432
893,0.01750476963580358
478,0.017469241436651815
506,0.017466255955911194
733,0.01734991520695373
861,0.017289950901514396
616,0.017203667681341194
829,0.017156595530732913
535,0.017081718387778534
781,0.016982855927740778
910,0.01692109053922742
596,0.016801805011561796
762,0.016788469942799828
822,0.01677298856634296
408,0.01674365320342781
771,0.016722595783648986
577,0.016568778469614683
627,0.016551232747458716
851,0.01654548340559951
472,0.01652838045113479
610,0.016521476901851222
764,0.01646058259449576
918,0.016388877269990842
770,0.01638506532478786
769,0.016338288741196305
651,0.01627149034092145
679,0.016250365935442587
784,0.016204021097390834
877,0.016125223081799023
881,0.015935609972289832
763,0.01582511102910597
580,0.01575772730038675
673,0.015631577175680176
477,0.015478758298572398
758,0.015368199784748333
906,0.015350092295638825
840,0.015295727862495183
714,0.015286145725036485
907,0.015279782168951372
766,0.015250220837902428
441,0.015235302444411684
543,0.015180122017746234
455,0.01517424842503985
629,0.015095962979234578
842,0.014912326065535508
562,0.014905817565570143
853,0.014897876204758402
439,0.014888488893913384
645,0.014883597120616618
680,0.014826373132701019
460,0.014806413991493328
476,0.014695620821042558
821,0.014626091987189895
483,0.014589695418944003
826,0.014567529415132986
440,0.01450960489999756
716,0.014376996069516437
458,0.014336819862981794
611,0.01432149445662333
671,0.014257478038504735
585,0.014217083713319196
765,0.014170714894860038
890,0.01414762346476004
780,0.014021684029723393
484,0.013975058975148417
698,0.013757822583536505
835,0.01363071610064422
730,0.01362747854659766
582,0.013623894505169487
734,0.013615009730574399
595,0.013602855099839247
594,0.013592112141189742
785,0.013536107370738197
446,0.01351345715157075
601,0.013492802216426777
467,0.013340848739002485
852,0.013269896451817913
586,0.013171200293230042
748,0.0130910211050037
824,0.013054491368617707
850,0.012979338388200097
682,0.012955331895014065
632,0.012809209051023531
833,0.012750090579914759
424,0.012672585548433729
844,0.01251436012799152
633,0.012464869765198843
753,0.012357360534954428
648,0.012207500565381953
413,0.012174893923642278
672,0.012166493216149316
756,0.012113430692245963
639,0.011912106325246263
456,0.011904915919893195
728,0.01182700987735721
817,0.011823333127653043
628,0.011817408633012163
862,0.01178873248228142
892,0.01175583618057573
667,0.011739955347175328
843,0.011739676004874864
505,0.011672688811666358
603,0.011671659227377729
823,0.01157409247426725
389,0.01131630199605914
722,0.011250217569968819
425,0.011216981780259894
789,0.01120243818909171
718,0.011187815109632078
602,0.011155548261292655
751,0.011037631327839791
415,0.010988975941818425
423,0.010959614480465459
660,0.010949263842792167
656,0.010906760492414623
664,0.010885926398034514
422,0.010870713702372936
674,0.010792844999691707
465,0.010759548236259985
548,0.010701335112389835
804,0.010655904411017159
404,0.010609652658675878
459,0.010589631480229515
917,0.010553248004460808
600,0.010544512245388014
394,0.01051438355864331
828,0.01049131531455156
860,0.010382023391768127
772,0.010373161162032787
542,0.010317077545845495
445,0.010237557830403782
760,0.01017696430246694
448,0.010168172416275233
650,0.010087867226734663
805,0.010086259275416103
406,0.010065699466406888
720,0.010051418875287607
724,0.010031576780045817
466,0.009943845045957817
684,0.009915610704986002
838,0.00991031455727803
898,0.00986667123053992
609,0.00983749826655021
464,0.009833332227128554
426,0.009667362310798084
696,0.009625193690192444
669,0.009511420614821693
516,0.009496911636863704
807,0.009351989099782219
806,0.009318757304605975
836,0.009225426425523516
880,0.0092223325532694
726,0.00920941484250675
575,0.009124704512992153
717,0.009035305377585607
593,0.009030615686335798
884,0.008941799708770192
662,0.008907251894844776
796,0.008746252770241906
558,0.008724216056535014
788,0.008632300718118244
549,0.008603956059343415
841,0.008581422909653368
449,0.008577912821628206
889,0.008560818702804462
737,0.008551248834215215
797,0.00854501523293413
818,0.008387137287091864
513,0.008333568796070735
421,0.008302362712890733
686,0.008239876563346678
654,0.008231927344773498
908,0.008222199600408854
755,0.008218208341888442
754,0.00817530190698595
723,0.008153902132562455
731,0.008128518626653434
747,0.008054568306936587
403,0.008034961497614084
462,0.008015503091398148
719,0.008004201573737608
899,0.007897613138665155
761,0.007876924479598356
732,0.007753610816389922
897,0.007594237186945005
566,0.0075624130051288796
894,0.007550196815225452
574,0.007548355228212879
514,0.007523677622655066
896,0.007507265921010095
534,0.007494703755441833
391,0.007487524952058248
504,0.007318476449308938
830,0.007304480082173979
442,0.007265227323555449
393,0.0072148632480627615
417,0.007183734547529734
568,0.007174237636050091
911,0.007120071760922023
647,0.007052701361784023
799,0.006966172146225677
729,0.006916089376397012
832,0.0068950388493275675
659,0.0068155214354275045
798,0.006808026493772119
515,0.006786539611644469
626,0.00677639026622494
652,0.006725106223524612
916,0.006670373281291264
547,0.006621351425656164
735,0.00661990647879282
485,0.00655594417456874
570,0.0064272606099456875
658,0.006412100252103246
749,0.006380795691069992
510,0.006339427076388127
725,0.00633113712727897
876,0.0063086183326829
750,0.006308481073468545
742,0.006284204937191714
752,0.006230621735630455
487,0.006132155469399872
496,0.006052563721884747
891,0.00598554268038007
779,0.005982808621629642
388,0.00596736552008394
412,0.005844848749388941
475,0.0058119212973095765
666,0.005811865917648349
668,0.005780409998090058
457,0.005724893326829784
745,0.00572262369366488
657,0.0057222239807479475
883,0.005645581970269542
392,0.005605933535036345
873,0.005498300471724786
418,0.005427329381732577
481,0.005377697411495386
420,0.005354436901325483
740,0.005331850462457435
710,0.0053278076352365165
741,0.005292624970798085
488,0.005251546606644901
621,0.005219094365173092
414,0.005215148619096207
517,0.005212837303765047
518,0.005204466416585174
401,0.005175539313520149
791,0.005115544968733502
451,0.005065186229016243
390,0.004979576623676145
491,0.004960423679873342
493,0.004951070176774841
790,0.004946780896802988
503,0.004940479687981337
495,0.004923895940059813
499,0.004891833835286276
567,0.00485160919146499
561,0.004831002287090198
915,0.004675767431894692
895,0.00455089938400865
553,0.004538076019404067
524,0.0045238158233020555
661,0.00438837786801212
511,0.004334708850489606
540,0.004310285216413198
879,0.004293608522587186
463,0.0042872355628494905
831,0.004178370345566927
494,0.004156752127759585
489,0.004156103019382708
452,0.004081191014892303
523,0.003982373050348876
419,0.003978476201790936
711,0.003949351941181993
435,0.0038689469048663796
427,0.003700198077338831
739,0.0036119817549621863
434,0.003589000826453681
525,0.003573674979198989
901,0.0035557957126019684
620,0.003491481441804134
397,0.00344337978054248
530,0.003394059059432847
598,0.0033006078028513684
436,0.0032994625218689816
545,0.0032770479410898757
630,0.0032610515927852706
581,0.0032500199608536096
519,0.0031425169251687603
429,0.003075124101230272
443,0.0030727081843693613
522,0.0029233874458183965
909,0.002922464512269844
502,0.0029127257810133353
433,0.002906720866336551
636,0.002863895085766085
500,0.0028066864886506365
432,0.002768971865606599
400,0.002675115603564668
398,0.0026397990472391054
395,0.0025096791097173293
643,0.002484573236321924
904,0.002435337082123425
444,0.0023847841964348407
912,0.0023488932418824827
744,0.002314842813829987
521,0.0022920396265343735
922,0.002261418795170981
625,0.002231957820450291
900,0.0022128545503199183
882,0.0021838229628551543
544,0.0021664927960007917
512,0.0021534350490515003
930,0.002145922746781116
932,0.002145922746781116
924,0.002145922746781116
931,0.002145922746781116
925,0.002145922746781116
926,0.002145922746781116
927,0.002145922746781116
583,0.002145922746781116
928,0.002145922746781116
929,0.002145922746781116
923,0.002145922746781116
933,0.002145922746781116
501,0.001918290341025177
492,0.0016811494257175355
533,0.0015884078512126986
416,0.0015787083868857002
431,0.0015274548297804576
531,0.0013538205340333856
532,0.0013214248921537004
498,0.001318397863941432
405,0.0009953776467297836
497,0.0007564714552779147
396,0.0003994419881993429
529,0.0002280592004543181
428,7.824281198595913e-05
144,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
124,0.0
142,0.0
143,0.0
146,0.0
145,0.0
125,0.0
117,0.0
123,0.0
122,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
148,0.0
118,0.0
119,0.0
120,0.0
121,0.0
147,0.0
154,0.0
149,0.0
150,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
174,0.0
173,0.0
172,0.0
160,0.0
151,0.0
152,0.0
153,0.0
99,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
161,0.0
171,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
100,0.0
93,0.0
98,0.0
49,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
26,0.0
25,0.0
24,0.0
12,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
13,0.0
23,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
48,0.0
50,0.0
97,0.0
51,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
197,0.0
94,0.0
95,0.0
96,0.0
75,0.0
74,0.0
73,0.0
61,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
62,0.0
72,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
196,0.0
204,0.0
198,0.0
321,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
322,0.0
320,0.0
199,0.0
319,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
344,0.0
345,0.0
346,0.0
347,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
546,0.0
402,0.0
430,0.0
2,0.0
482,0.0
371,0.0
370,0.0
369,0.0
357,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
358,0.0
368,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
297,0.0
296,0.0
295,0.0
246,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
223,0.0
222,0.0
221,0.0
209,0.0
200,0.0
201,0.0
202,0.0
203,0.0
520,0.0
205,0.0
206,0.0
207,0.0
208,0.0
210,0.0
220,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
245,0.0
247,0.0
294,0.0
248,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
272,0.0
271,0.0
270,0.0
258,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
259,0.0
269,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
1,0.0
